ap     rec    prec   f-measure
0.7037 0.6082 0.8907 0.7228
0.7037 0.6082 0.8903 0.7227
0.7037 0.6085 0.8903 0.7229
0.7037 0.6089 0.8904 0.7232
0.7037 0.6092 0.8904 0.7234
0.7037 0.6095 0.8905 0.7237
0.7037 0.6098 0.8905 0.7239
0.7037 0.6102 0.8906 0.7242
0.7037 0.6105 0.8906 0.7244
0.7037 0.6108 0.8907 0.7247
0.7037 0.6111 0.8907 0.7249
0.7037 0.6115 0.8908 0.7252
0.7037 0.6118 0.8908 0.7254
0.7037 0.6121 0.8909 0.7257
0.7037 0.6125 0.8909 0.7259
0.7037 0.6128 0.8910 0.7261
0.7037 0.6131 0.8910 0.7264
0.7037 0.6134 0.8911 0.7266
0.7037 0.6138 0.8912 0.7269
0.7037 0.6141 0.8912 0.7271
0.7037 0.6144 0.8913 0.7274
0.7037 0.6147 0.8913 0.7276
0.7037 0.6151 0.8914 0.7279
0.7037 0.6151 0.8909 0.7277
0.7037 0.6151 0.8905 0.7276
0.7037 0.6154 0.8906 0.7278
0.7037 0.6154 0.8901 0.7277
0.7037 0.6157 0.8902 0.7279
0.7037 0.6157 0.8898 0.7278
0.7037 0.6160 0.8898 0.7280
0.7037 0.6164 0.8899 0.7283
0.7037 0.6164 0.8895 0.7281
0.7037 0.6167 0.8895 0.7284
0.7037 0.6170 0.8896 0.7286
0.7037 0.6173 0.8896 0.7289
0.7037 0.6177 0.8897 0.7291
0.7037 0.6180 0.8897 0.7294
0.7037 0.6183 0.8898 0.7296
0.7037 0.6186 0.8898 0.7299
0.7037 0.6186 0.8894 0.7297
0.7037 0.6190 0.8895 0.7300
0.7037 0.6193 0.8895 0.7302
0.7037 0.6196 0.8896 0.7305
0.7037 0.6199 0.8896 0.7307
0.7037 0.6203 0.8897 0.7309
0.7037 0.6206 0.8897 0.7312
0.7037 0.6206 0.8893 0.7310
0.7037 0.6209 0.8894 0.7313
0.7037 0.6213 0.8894 0.7315
0.7037 0.6216 0.8895 0.7318
0.7037 0.6216 0.8890 0.7316
0.7037 0.6219 0.8891 0.7319
0.7037 0.6222 0.8891 0.7321
0.7037 0.6226 0.8892 0.7324
0.7037 0.6229 0.8893 0.7326
0.7037 0.6232 0.8893 0.7328
0.7037 0.6235 0.8894 0.7331
0.7037 0.6239 0.8894 0.7333
0.7037 0.6242 0.8895 0.7336
0.7037 0.6245 0.8895 0.7338
0.7037 0.6248 0.8896 0.7341
0.7037 0.6252 0.8896 0.7343
0.7037 0.6255 0.8897 0.7345
0.7037 0.6258 0.8897 0.7348
0.7037 0.6261 0.8898 0.7350
0.7037 0.6265 0.8898 0.7353
0.7037 0.6268 0.8899 0.7355
0.7037 0.6271 0.8899 0.7358
0.7037 0.6274 0.8900 0.7360
0.7037 0.6278 0.8900 0.7362
0.7037 0.6281 0.8901 0.7365
0.7037 0.6284 0.8901 0.7367
0.7037 0.6287 0.8902 0.7370
0.7037 0.6291 0.8902 0.7372
0.7037 0.6294 0.8903 0.7374
0.7037 0.6297 0.8903 0.7377
0.7037 0.6301 0.8904 0.7379
0.7037 0.6304 0.8904 0.7382
0.7037 0.6307 0.8905 0.7384
0.7037 0.6310 0.8905 0.7386
0.7037 0.6314 0.8906 0.7389
0.7037 0.6317 0.8906 0.7391
0.7037 0.6320 0.8907 0.7394
0.7037 0.6323 0.8907 0.7396
0.7037 0.6327 0.8908 0.7399
0.7037 0.6330 0.8908 0.7401
0.7037 0.6333 0.8909 0.7403
0.7037 0.6336 0.8909 0.7406
0.7037 0.6340 0.8910 0.7408
0.7037 0.6343 0.8910 0.7411
0.7037 0.6346 0.8911 0.7413
0.7037 0.6349 0.8911 0.7415
0.7037 0.6353 0.8912 0.7418
0.7037 0.6356 0.8912 0.7420
0.7037 0.6356 0.8908 0.7419
0.7037 0.6359 0.8909 0.7421
0.7037 0.6362 0.8909 0.7423
0.7037 0.6366 0.8910 0.7426
0.7037 0.6369 0.8910 0.7428
0.7037 0.6372 0.8911 0.7431
0.7037 0.6375 0.8911 0.7433
0.7037 0.6379 0.8912 0.7435
0.7037 0.6379 0.8908 0.7434
0.7037 0.6382 0.8908 0.7436
0.7037 0.6385 0.8909 0.7439
0.7037 0.6389 0.8909 0.7441
0.7037 0.6392 0.8910 0.7444
0.7037 0.6395 0.8910 0.7446
0.7037 0.6395 0.8906 0.7445
0.7037 0.6398 0.8907 0.7447
0.7037 0.6402 0.8907 0.7449
0.7037 0.6405 0.8908 0.7452
0.7037 0.6405 0.8903 0.7450
0.7037 0.6408 0.8904 0.7453
0.7037 0.6408 0.8900 0.7451
0.7037 0.6411 0.8900 0.7454
0.7037 0.6411 0.8896 0.7452
0.7037 0.6411 0.8892 0.7451
0.7037 0.6411 0.8888 0.7449
0.7037 0.6415 0.8889 0.7452
0.7037 0.6418 0.8889 0.7454
0.7037 0.6418 0.8885 0.7453
0.7037 0.6421 0.8886 0.7455
0.7037 0.6424 0.8886 0.7457
0.7037 0.6428 0.8887 0.7460
0.7037 0.6428 0.8883 0.7458
0.7037 0.6428 0.8879 0.7457
0.7037 0.6431 0.8879 0.7459
0.7037 0.6434 0.8880 0.7462
0.7037 0.6434 0.8876 0.7460
0.7037 0.6434 0.8872 0.7459
0.7037 0.6437 0.8872 0.7461
0.7037 0.6441 0.8873 0.7464
0.7037 0.6444 0.8873 0.7466
0.7037 0.6447 0.8874 0.7468
0.7037 0.6450 0.8874 0.7471
0.7037 0.6450 0.8870 0.7469
0.7037 0.6454 0.8871 0.7472
0.7037 0.6457 0.8871 0.7474
0.7037 0.6460 0.8872 0.7476
0.7037 0.6463 0.8872 0.7479
0.7037 0.6467 0.8873 0.7481
0.7037 0.6470 0.8873 0.7484
0.7037 0.6470 0.8870 0.7482
0.7037 0.6473 0.8870 0.7484
0.7037 0.6477 0.8871 0.7487
0.7037 0.6477 0.8867 0.7485
0.7037 0.6480 0.8867 0.7488
0.7037 0.6483 0.8868 0.7490
0.7037 0.6486 0.8868 0.7492
0.7037 0.6490 0.8869 0.7495
0.7037 0.6493 0.8869 0.7497
0.7037 0.6496 0.8870 0.7500
0.7037 0.6499 0.8870 0.7502
0.7037 0.6503 0.8871 0.7504
0.7037 0.6506 0.8871 0.7507
0.7037 0.6509 0.8872 0.7509
0.7037 0.6512 0.8872 0.7511
0.7037 0.6512 0.8868 0.7510
0.7037 0.6512 0.8864 0.7508
0.7037 0.6516 0.8865 0.7511
0.7037 0.6519 0.8865 0.7513
0.7037 0.6519 0.8861 0.7512
0.7037 0.6519 0.8857 0.7510
0.7037 0.6522 0.8858 0.7513
0.7037 0.6522 0.8854 0.7511
0.7037 0.6525 0.8854 0.7514
0.7037 0.6529 0.8855 0.7516
0.7037 0.6532 0.8856 0.7518
0.7037 0.6532 0.8852 0.7517
0.7037 0.6532 0.8848 0.7515
0.7037 0.6535 0.8848 0.7518
0.7037 0.6538 0.8849 0.7520
0.7037 0.6538 0.8845 0.7519
0.7037 0.6538 0.8841 0.7517
0.7037 0.6542 0.8841 0.7520
0.7037 0.6542 0.8838 0.7518
0.7037 0.6542 0.8834 0.7517
0.7037 0.6545 0.8834 0.7519
0.7037 0.6548 0.8835 0.7522
0.7037 0.6551 0.8835 0.7524
0.7037 0.6555 0.8836 0.7526
0.7037 0.6558 0.8836 0.7529
0.7037 0.6561 0.8837 0.7531
0.7037 0.6565 0.8837 0.7533
0.7037 0.6568 0.8838 0.7536
0.7037 0.6571 0.8838 0.7538
0.7037 0.6571 0.8834 0.7536
0.7037 0.6571 0.8830 0.7535
0.7037 0.6574 0.8831 0.7537
0.7037 0.6578 0.8832 0.7540
0.7037 0.6578 0.8828 0.7538
0.7037 0.6578 0.8824 0.7537
0.7037 0.6581 0.8824 0.7539
0.7037 0.6584 0.8825 0.7542
0.7037 0.6587 0.8825 0.7544
0.7037 0.6591 0.8826 0.7546
0.7037 0.6594 0.8826 0.7549
0.7037 0.6597 0.8827 0.7551
0.7037 0.6600 0.8827 0.7553
0.7037 0.6600 0.8824 0.7552
0.7037 0.6604 0.8824 0.7554
0.7037 0.6604 0.8820 0.7553
0.7037 0.6604 0.8816 0.7551
0.7037 0.6604 0.8813 0.7550
0.7037 0.6607 0.8813 0.7552
0.7037 0.6607 0.8809 0.7551
0.7037 0.6610 0.8810 0.7553
0.7037 0.6613 0.8810 0.7555
0.7037 0.6617 0.8811 0.7558
0.7037 0.6620 0.8811 0.7560
0.7037 0.6623 0.8812 0.7562
0.7037 0.6626 0.8812 0.7565
0.7037 0.6630 0.8813 0.7567
0.7037 0.6633 0.8813 0.7569
0.7037 0.6636 0.8814 0.7572
0.7037 0.6636 0.8810 0.7570
0.7037 0.6640 0.8811 0.7572
0.7037 0.6640 0.8807 0.7571
0.7037 0.6643 0.8807 0.7573
0.7037 0.6643 0.8803 0.7572
0.7037 0.6646 0.8804 0.7574
0.7037 0.6649 0.8804 0.7577
0.7037 0.6653 0.8805 0.7579
0.7037 0.6656 0.8806 0.7581
0.7037 0.6659 0.8806 0.7584
0.7037 0.6662 0.8807 0.7586
0.7037 0.6666 0.8807 0.7588
0.7037 0.6669 0.8808 0.7590
0.7037 0.6669 0.8804 0.7589
0.7037 0.6672 0.8804 0.7591
0.7037 0.6675 0.8805 0.7594
0.7037 0.6675 0.8801 0.7592
0.7037 0.6679 0.8802 0.7595
0.7037 0.6682 0.8802 0.7597
0.7037 0.6682 0.8798 0.7595
0.7037 0.6682 0.8795 0.7594
0.7037 0.6682 0.8791 0.7593
0.7037 0.6685 0.8791 0.7595
0.7037 0.6688 0.8792 0.7597
0.7037 0.6692 0.8792 0.7599
0.7037 0.6692 0.8789 0.7598
0.7037 0.6692 0.8785 0.7597
0.7037 0.6695 0.8785 0.7599
0.7037 0.6698 0.8786 0.7601
0.7037 0.6698 0.8782 0.7600
0.7037 0.6701 0.8783 0.7602
0.7037 0.6705 0.8783 0.7604
0.7037 0.6708 0.8784 0.7607
0.7037 0.6711 0.8784 0.7609
0.7037 0.6714 0.8785 0.7611
0.7037 0.6718 0.8785 0.7614
0.7037 0.6721 0.8786 0.7616
0.7037 0.6724 0.8786 0.7618
0.7037 0.6728 0.8787 0.7620
0.7037 0.6731 0.8787 0.7623
0.7037 0.6734 0.8788 0.7625
0.7037 0.6734 0.8784 0.7624
0.7037 0.6737 0.8785 0.7626
0.7037 0.6741 0.8785 0.7628
0.7037 0.6741 0.8781 0.7627
0.7037 0.6744 0.8782 0.7629
0.7037 0.6744 0.8778 0.7628
0.7037 0.6747 0.8779 0.7630
0.7037 0.6750 0.8779 0.7632
0.7037 0.6754 0.8780 0.7634
0.7037 0.6757 0.8780 0.7637
0.7037 0.6760 0.8781 0.7639
0.7037 0.6763 0.8781 0.7641
0.7037 0.6763 0.8777 0.7640
0.7037 0.6767 0.8778 0.7642
0.7037 0.6767 0.8774 0.7641
0.7037 0.6767 0.8771 0.7639
0.7037 0.6770 0.8771 0.7642
0.7037 0.6773 0.8772 0.7644
0.7037 0.6776 0.8772 0.7646
0.7037 0.6780 0.8773 0.7648
0.7037 0.6783 0.8773 0.7651
0.7037 0.6783 0.8769 0.7649
0.7037 0.6783 0.8766 0.7648
0.7037 0.6786 0.8766 0.7650
0.7037 0.6789 0.8767 0.7652
0.7037 0.6793 0.8767 0.7655
0.7037 0.6796 0.8768 0.7657
0.7037 0.6796 0.8764 0.7656
0.7037 0.6796 0.8761 0.7654
0.7037 0.6796 0.8757 0.7653
0.7037 0.6799 0.8757 0.7655
0.7037 0.6802 0.8758 0.7657
0.7037 0.6806 0.8758 0.7660
0.7037 0.6809 0.8759 0.7662
0.7037 0.6809 0.8755 0.7660
0.7037 0.6812 0.8756 0.7663
0.7037 0.6816 0.8756 0.7665
0.7037 0.6819 0.8757 0.7667
0.7037 0.6822 0.8757 0.7669
0.7037 0.6825 0.8758 0.7672
0.7037 0.6825 0.8754 0.7670
0.7037 0.6829 0.8755 0.7673
0.7037 0.6829 0.8751 0.7671
0.7037 0.6832 0.8752 0.7673
0.7037 0.6832 0.8748 0.7672
0.7037 0.6835 0.8748 0.7674
0.7037 0.6835 0.8745 0.7673
0.7037 0.6838 0.8745 0.7675
0.7037 0.6838 0.8742 0.7674
0.7037 0.6842 0.8742 0.7676
0.7037 0.6845 0.8743 0.7678
0.7037 0.6848 0.8743 0.7680
0.7037 0.6848 0.8740 0.7679
0.7037 0.6848 0.8736 0.7678
0.7037 0.6851 0.8736 0.7680
0.7037 0.6855 0.8737 0.7682
0.7037 0.6858 0.8738 0.7684
0.7037 0.6861 0.8738 0.7687
0.7037 0.6864 0.8739 0.7689
0.7037 0.6868 0.8739 0.7691
0.7037 0.6871 0.8740 0.7693
0.7037 0.6874 0.8740 0.7696
0.7037 0.6877 0.8741 0.7698
0.7037 0.6881 0.8741 0.7700
0.7037 0.6884 0.8742 0.7702
0.7037 0.6884 0.8738 0.7701
0.7037 0.6884 0.8734 0.7700
0.7037 0.6887 0.8735 0.7702
0.7037 0.6887 0.8731 0.7700
0.7037 0.6890 0.8732 0.7703
0.7037 0.6890 0.8728 0.7701
0.7037 0.6894 0.8729 0.7704
0.7037 0.6894 0.8725 0.7702
0.7037 0.6897 0.8726 0.7704
0.7037 0.6897 0.8722 0.7703
0.7037 0.6900 0.8723 0.7705
0.7037 0.6900 0.8719 0.7704
0.7037 0.6904 0.8720 0.7706
0.7037 0.6904 0.8716 0.7705
0.7037 0.6907 0.8717 0.7707
0.7037 0.6910 0.8717 0.7709
0.7037 0.6910 0.8714 0.7708
0.7037 0.6913 0.8714 0.7710
0.7037 0.6917 0.8715 0.7712
0.7037 0.6920 0.8715 0.7714
0.7037 0.6923 0.8716 0.7717
0.7037 0.6926 0.8716 0.7719
0.7037 0.6930 0.8717 0.7721
0.7037 0.6930 0.8713 0.7720
0.7037 0.6930 0.8710 0.7718
0.7037 0.6930 0.8706 0.7717
0.7037 0.6933 0.8707 0.7719
0.7037 0.6933 0.8703 0.7718
0.7037 0.6936 0.8703 0.7720
0.7037 0.6936 0.8700 0.7719
0.7037 0.6939 0.8700 0.7721
0.7037 0.6943 0.8701 0.7723
0.7037 0.6943 0.8697 0.7722
0.7037 0.6946 0.8698 0.7724
0.7037 0.6949 0.8698 0.7726
0.7037 0.6952 0.8699 0.7728
0.7037 0.6952 0.8695 0.7727
0.7037 0.6952 0.8692 0.7725
0.7037 0.6952 0.8688 0.7724
0.7037 0.6956 0.8689 0.7726
0.7037 0.6959 0.8689 0.7729
0.7037 0.6959 0.8686 0.7727
0.7037 0.6959 0.8682 0.7726
0.7037 0.6962 0.8683 0.7728
0.7037 0.6962 0.8679 0.7727
0.7037 0.6965 0.8680 0.7729
0.7037 0.6969 0.8680 0.7731
0.7037 0.6969 0.8677 0.7730
0.7037 0.6972 0.8677 0.7732
0.7037 0.6975 0.8678 0.7734
0.7037 0.6978 0.8679 0.7736
0.7037 0.6982 0.8679 0.7738
0.7037 0.6982 0.8676 0.7737
0.7037 0.6985 0.8676 0.7739
0.7037 0.6985 0.8673 0.7738
0.7037 0.6985 0.8669 0.7736
0.7037 0.6985 0.8666 0.7735
0.7037 0.6988 0.8666 0.7737
0.7037 0.6992 0.8667 0.7739
0.7037 0.6995 0.8667 0.7742
0.7037 0.6998 0.8668 0.7744
0.7037 0.7001 0.8668 0.7746
0.7037 0.7005 0.8669 0.7748
0.7037 0.7008 0.8669 0.7751
0.7037 0.7008 0.8666 0.7749
0.7037 0.7008 0.8662 0.7748
0.7037 0.7011 0.8663 0.7750
0.7037 0.7011 0.8659 0.7749
0.7037 0.7014 0.8660 0.7751
0.7037 0.7018 0.8660 0.7753
0.7037 0.7018 0.8657 0.7752
0.7037 0.7018 0.8654 0.7750
0.7037 0.7021 0.8654 0.7752
0.7037 0.7021 0.8651 0.7751
0.7037 0.7024 0.8651 0.7753
0.7037 0.7027 0.8652 0.7755
0.7037 0.7031 0.8652 0.7758
0.7037 0.7034 0.8653 0.7760
0.7037 0.7037 0.8653 0.7762
0.7037 0.7040 0.8654 0.7764
0.7037 0.7040 0.8650 0.7763
0.7037 0.7044 0.8651 0.7765
0.7037 0.7044 0.8647 0.7764
0.7037 0.7047 0.8648 0.7766
0.7037 0.7050 0.8649 0.7768
0.7037 0.7053 0.8649 0.7770
0.7037 0.7053 0.8646 0.7769
0.7037 0.7053 0.8642 0.7767
0.7037 0.7057 0.8643 0.7770
0.7037 0.7060 0.8643 0.7772
0.7037 0.7063 0.8644 0.7774
0.7037 0.7066 0.8644 0.7776
0.7037 0.7070 0.8645 0.7778
0.7037 0.7070 0.8641 0.7777
0.7037 0.7070 0.8638 0.7776
0.7037 0.7073 0.8639 0.7778
0.7037 0.7076 0.8639 0.7780
0.7037 0.7080 0.8640 0.7782
0.7037 0.7083 0.8640 0.7784
0.7037 0.7086 0.8641 0.7787
0.7037 0.7089 0.8641 0.7789
0.7037 0.7089 0.8638 0.7787
0.7037 0.7093 0.8638 0.7790
0.7037 0.7093 0.8635 0.7788
0.7037 0.7096 0.8635 0.7790
0.7037 0.7096 0.8632 0.7789
0.7037 0.7096 0.8629 0.7788
0.7037 0.7096 0.8625 0.7786
0.7037 0.7099 0.8626 0.7788
0.7037 0.7099 0.8622 0.7787
0.7037 0.7102 0.8623 0.7789
0.7037 0.7106 0.8623 0.7791
0.7037 0.7109 0.8624 0.7793
0.7037 0.7112 0.8625 0.7796
0.7037 0.7115 0.8625 0.7798
0.7037 0.7119 0.8626 0.7800
0.7037 0.7122 0.8626 0.7802
0.7037 0.7125 0.8627 0.7804
0.7037 0.7128 0.8627 0.7807
0.7037 0.7128 0.8624 0.7805
0.7037 0.7132 0.8624 0.7807
0.7037 0.7135 0.8625 0.7809
0.7037 0.7138 0.8625 0.7812
0.7037 0.7141 0.8626 0.7814
0.7037 0.7145 0.8627 0.7816
0.7037 0.7145 0.8623 0.7815
0.7037 0.7145 0.8620 0.7813
0.7037 0.7148 0.8620 0.7815
0.7037 0.7148 0.8617 0.7814
0.7037 0.7151 0.8617 0.7816
0.7037 0.7154 0.8618 0.7818
0.7037 0.7158 0.8619 0.7821
0.7037 0.7161 0.8619 0.7823
0.7037 0.7164 0.8620 0.7825
0.7037 0.7164 0.8616 0.7823
0.7037 0.7168 0.8617 0.7826
0.7037 0.7171 0.8617 0.7828
0.7037 0.7174 0.8618 0.7830
0.7037 0.7177 0.8618 0.7832
0.7037 0.7177 0.8615 0.7831
0.7037 0.7177 0.8612 0.7829
0.7037 0.7177 0.8608 0.7828
0.7037 0.7181 0.8609 0.7830
0.7037 0.7181 0.8605 0.7829
0.7037 0.7184 0.8606 0.7831
0.7037 0.7184 0.8603 0.7829
0.7037 0.7184 0.8599 0.7828
0.7037 0.7187 0.8600 0.7830
0.7037 0.7190 0.8600 0.7832
0.7037 0.7194 0.8601 0.7835
0.7037 0.7197 0.8601 0.7837
0.7037 0.7200 0.8602 0.7839
0.7037 0.7200 0.8599 0.7838
0.7037 0.7203 0.8599 0.7840
0.7037 0.7207 0.8600 0.7842
0.7037 0.7210 0.8600 0.7844
0.7037 0.7210 0.8597 0.7843
0.7037 0.7213 0.8598 0.7845
0.7037 0.7216 0.8598 0.7847
0.7037 0.7216 0.8595 0.7845
0.7037 0.7216 0.8591 0.7844
0.7037 0.7220 0.8592 0.7846
0.7037 0.7220 0.8589 0.7845
0.7037 0.7220 0.8585 0.7843
0.7037 0.7223 0.8586 0.7846
0.7037 0.7226 0.8586 0.7848
0.7037 0.7226 0.8583 0.7846
0.7037 0.7229 0.8584 0.7849
0.7037 0.7229 0.8580 0.7847
0.7037 0.7233 0.8581 0.7849
0.7037 0.7236 0.8581 0.7851
0.7037 0.7236 0.8578 0.7850
0.7037 0.7239 0.8579 0.7852
0.7037 0.7243 0.8579 0.7854
0.7037 0.7246 0.8580 0.7857
0.7037 0.7249 0.8580 0.7859
0.7037 0.7252 0.8581 0.7861
0.7037 0.7256 0.8581 0.7863
0.7037 0.7256 0.8578 0.7862
0.7037 0.7259 0.8579 0.7864
0.7037 0.7262 0.8579 0.7866
0.7037 0.7262 0.8576 0.7864
0.7037 0.7265 0.8576 0.7867
0.7037 0.7269 0.8577 0.7869
0.7037 0.7272 0.8577 0.7871
0.7037 0.7275 0.8578 0.7873
0.7037 0.7275 0.8575 0.7872
0.7037 0.7275 0.8571 0.7870
0.7037 0.7278 0.8572 0.7872
0.7037 0.7282 0.8573 0.7875
0.7037 0.7285 0.8573 0.7877
0.7037 0.7285 0.8570 0.7875
0.7037 0.7285 0.8567 0.7874
0.7037 0.7288 0.8567 0.7876
0.7037 0.7288 0.8564 0.7875
0.7037 0.7288 0.8560 0.7873
0.7037 0.7288 0.8557 0.7872
0.7037 0.7288 0.8554 0.7870
0.7037 0.7291 0.8554 0.7873
0.7037 0.7295 0.8555 0.7875
0.7037 0.7295 0.8552 0.7873
0.7037 0.7298 0.8552 0.7875
0.7037 0.7298 0.8549 0.7874
0.7037 0.7298 0.8546 0.7873
0.7037 0.7301 0.8546 0.7875
0.7037 0.7304 0.8547 0.7877
0.7037 0.7308 0.8547 0.7879
0.7037 0.7311 0.8548 0.7881
0.7037 0.7314 0.8549 0.7883
0.7037 0.7317 0.8549 0.7885
0.7037 0.7321 0.8550 0.7888
0.7037 0.7321 0.8546 0.7886
0.7037 0.7324 0.8547 0.7888
0.7037 0.7324 0.8544 0.7887
0.7037 0.7324 0.8540 0.7886
0.7037 0.7324 0.8537 0.7884
0.7037 0.7327 0.8538 0.7886
0.7037 0.7331 0.8538 0.7888
0.7037 0.7331 0.8535 0.7887
0.7037 0.7331 0.8532 0.7886
0.7037 0.7331 0.8529 0.7884
0.7037 0.7331 0.8525 0.7883
0.7037 0.7334 0.8526 0.7885
0.7037 0.7337 0.8527 0.7887
0.7037 0.7340 0.8527 0.7889
0.7037 0.7340 0.8524 0.7888
0.7037 0.7344 0.8524 0.7890
0.7037 0.7344 0.8521 0.7889
0.7037 0.7344 0.8518 0.7887
0.7037 0.7347 0.8519 0.7889
0.7037 0.7350 0.8519 0.7892
0.7037 0.7353 0.8520 0.7894
0.7037 0.7353 0.8516 0.7892
0.7037 0.7357 0.8517 0.7894
0.7037 0.7360 0.8518 0.7896
0.7037 0.7363 0.8518 0.7899
0.7037 0.7366 0.8519 0.7901
0.7037 0.7370 0.8519 0.7903
0.7037 0.7370 0.8516 0.7901
0.7037 0.7373 0.8517 0.7904
0.7037 0.7376 0.8517 0.7906
0.7037 0.7379 0.8518 0.7908
0.7037 0.7379 0.8514 0.7906
0.7037 0.7383 0.8515 0.7909
0.7037 0.7386 0.8516 0.7911
0.7037 0.7386 0.8512 0.7909
0.7037 0.7386 0.8509 0.7908
0.7037 0.7386 0.8506 0.7906
0.7037 0.7386 0.8503 0.7905
0.7037 0.7389 0.8503 0.7907
0.7037 0.7392 0.8504 0.7909
0.7037 0.7396 0.8504 0.7911
0.7037 0.7396 0.8501 0.7910
0.7037 0.7396 0.8498 0.7909
0.7037 0.7399 0.8499 0.7911
0.7037 0.7402 0.8499 0.7913
0.7037 0.7402 0.8496 0.7912
0.7037 0.7405 0.8497 0.7914
0.7037 0.7405 0.8493 0.7912
0.7037 0.7409 0.8494 0.7914
0.7037 0.7409 0.8491 0.7913
0.7037 0.7412 0.8491 0.7915
0.7037 0.7412 0.8488 0.7914
0.7037 0.7412 0.8485 0.7912
0.7037 0.7412 0.8482 0.7911
0.7037 0.7412 0.8479 0.7910
0.7037 0.7415 0.8479 0.7912
0.7037 0.7419 0.8480 0.7914
0.7037 0.7419 0.8477 0.7912
0.7037 0.7422 0.8477 0.7914
0.7037 0.7422 0.8474 0.7913
0.7037 0.7422 0.8471 0.7912
0.7037 0.7425 0.8472 0.7914
0.7037 0.7428 0.8472 0.7916
0.7037 0.7428 0.8469 0.7915
0.7037 0.7432 0.8470 0.7917
0.7037 0.7435 0.8470 0.7919
0.7037 0.7438 0.8471 0.7921
0.7037 0.7438 0.8468 0.7919
0.7037 0.7438 0.8464 0.7918
0.7037 0.7438 0.8461 0.7917
0.7037 0.7438 0.8458 0.7915
0.7037 0.7441 0.8459 0.7917
0.7037 0.7441 0.8456 0.7916
0.7037 0.7441 0.8452 0.7915
0.7037 0.7445 0.8453 0.7917
0.7037 0.7445 0.8450 0.7915
0.7037 0.7445 0.8447 0.7914
0.7037 0.7445 0.8444 0.7913
0.7037 0.7448 0.8444 0.7915
0.7037 0.7451 0.8445 0.7917
0.7037 0.7454 0.8445 0.7919
0.7037 0.7454 0.8442 0.7918
0.7037 0.7454 0.8439 0.7916
0.7037 0.7454 0.8436 0.7915
0.7037 0.7458 0.8437 0.7917
0.7037 0.7461 0.8437 0.7919
0.7037 0.7464 0.8438 0.7921
0.7037 0.7464 0.8435 0.7920
0.7037 0.7464 0.8432 0.7918
0.7037 0.7467 0.8432 0.7920
0.7037 0.7467 0.8429 0.7919
0.7037 0.7467 0.8426 0.7918
0.7037 0.7471 0.8426 0.7920
0.7037 0.7471 0.8423 0.7918
0.7037 0.7471 0.8420 0.7917
0.7037 0.7471 0.8417 0.7916
0.7037 0.7474 0.8418 0.7918
0.7037 0.7477 0.8418 0.7920
0.7037 0.7477 0.8415 0.7919
0.7037 0.7477 0.8412 0.7917
0.7037 0.7477 0.8409 0.7916
0.7037 0.7477 0.8406 0.7914
0.7037 0.7480 0.8407 0.7917
0.7037 0.7480 0.8404 0.7915
0.7037 0.7484 0.8404 0.7917
0.7037 0.7487 0.8405 0.7919
0.7037 0.7490 0.8405 0.7921
0.7037 0.7493 0.8406 0.7923
0.7037 0.7497 0.8406 0.7926
0.7037 0.7497 0.8403 0.7924
0.7037 0.7497 0.8400 0.7923
0.7037 0.7497 0.8397 0.7921
0.7037 0.7497 0.8394 0.7920
0.7037 0.7497 0.8391 0.7919
0.7037 0.7497 0.8388 0.7917
0.7037 0.7497 0.8385 0.7916
0.7037 0.7497 0.8382 0.7915
0.7037 0.7500 0.8383 0.7917
0.7037 0.7503 0.8383 0.7919
0.7037 0.7507 0.8384 0.7921
0.7037 0.7510 0.8384 0.7923
0.7037 0.7510 0.8381 0.7922
0.7037 0.7513 0.8382 0.7924
0.7037 0.7513 0.8379 0.7922
0.7037 0.7516 0.8379 0.7924
0.7037 0.7516 0.8376 0.7923
0.7037 0.7516 0.8373 0.7922
0.7037 0.7520 0.8374 0.7924
0.7037 0.7520 0.8371 0.7922
0.7037 0.7520 0.8368 0.7921
0.7037 0.7523 0.8368 0.7923
0.7037 0.7523 0.8365 0.7922
0.7037 0.7526 0.8366 0.7924
0.7037 0.7529 0.8367 0.7926
0.7037 0.7529 0.8364 0.7925
0.7037 0.7529 0.8360 0.7923
0.7037 0.7533 0.8361 0.7925
0.7037 0.7533 0.8358 0.7924
0.7037 0.7536 0.8359 0.7926
0.7037 0.7539 0.8359 0.7928
0.7037 0.7539 0.8356 0.7927
0.7037 0.7542 0.8357 0.7929
0.7037 0.7546 0.8357 0.7931
0.7037 0.7546 0.8354 0.7929
0.7037 0.7549 0.8355 0.7932
0.7037 0.7552 0.8356 0.7934
0.7037 0.7552 0.8353 0.7932
0.7037 0.7555 0.8353 0.7934
0.7037 0.7559 0.8354 0.7936
0.7037 0.7559 0.8351 0.7935
0.7037 0.7562 0.8351 0.7937
0.7037 0.7565 0.8352 0.7939
0.7037 0.7565 0.8349 0.7938
0.7037 0.7568 0.8350 0.7940
0.7037 0.7568 0.8347 0.7938
0.7037 0.7572 0.8347 0.7941
0.7037 0.7572 0.8344 0.7939
0.7037 0.7572 0.8341 0.7938
0.7037 0.7575 0.8342 0.7940
0.7037 0.7575 0.8339 0.7939
0.7037 0.7578 0.8339 0.7941
0.7037 0.7578 0.8336 0.7939
0.7037 0.7581 0.8337 0.7941
0.7037 0.7585 0.8338 0.7943
0.7037 0.7588 0.8338 0.7945
0.7037 0.7591 0.8339 0.7947
